iter	RMSE
0	0.0499218009
1	0.04963546164
2	0.04929149235
3	0.04906981974
4	0.04877363343
5	0.04847601349
6	0.04819921443
7	0.04806352305
8	0.0477934744
9	0.04745365756
10	0.04713959226
11	0.04690825837
12	0.04666699541
13	0.04638614824
14	0.0461992463
15	0.04588689239
16	0.04563161089
17	0.045357764
18	0.0451687383
19	0.04488715323
20	0.04467928672
21	0.04444325873
22	0.04409462323
23	0.04382496386
24	0.04364243601
25	0.04346346711
26	0.04325107414
27	0.04304562509
28	0.04285821332
29	0.04257476462
30	0.04238570047
31	0.04217537963
32	0.04188431877
33	0.04168992671
34	0.04148737606
35	0.04131532764
36	0.04111292182
37	0.04079458012
38	0.04058071355
39	0.04032651845
40	0.04008151161
41	0.03986412191
42	0.03961583748
43	0.03938944479
44	0.03920887056
45	0.03897722023
46	0.03875772018
47	0.03854801957
48	0.03837569058
49	0.03816610707
50	0.03793064843
51	0.03769746092
52	0.03751860632
53	0.03734450971
54	0.03718649503
55	0.03707230749
56	0.03693285054
57	0.03671294336
58	0.03662918837
59	0.03636040646
60	0.03614292986
61	0.03607901036
62	0.03587303558
63	0.03560107687
64	0.03541564428
65	0.03522510431
66	0.03504306969
67	0.03480656387
68	0.03461402254
69	0.03445556016
70	0.03423831269
71	0.03404827864
72	0.03388603838
73	0.03371147051
74	0.03357163908
75	0.03338263374
76	0.03318563655
77	0.03303123975
78	0.03289125295
79	0.03272060851
80	0.03249949551
81	0.03236243792
82	0.03218667225
83	0.03204760676
84	0.03182020021
85	0.03170578966
86	0.03149500448
87	0.03130112823
88	0.0311113216
89	0.03091384934
90	0.03071772019
91	0.03052320797
92	0.03032730101
93	0.03014899574
94	0.02997953506
95	0.02983758655
96	0.02971926839
97	0.02962714488
98	0.02950176319
99	0.02935999089
100	0.02924113799
101	0.02915731056
102	0.0289672808
103	0.02889755182
104	0.02870600001
105	0.02852411579
106	0.02833630975
107	0.02817759847
108	0.02802583626
109	0.02786550146
110	0.02768010904
111	0.02751653515
112	0.02738539712
113	0.02720872096
114	0.02700677803
115	0.02687111547
116	0.02673909226
117	0.02654904297
118	0.02647315469
119	0.02635787597
120	0.02631283044
121	0.02616319512
122	0.02596943336
123	0.02586674364
124	0.02571678024
125	0.02556855151
126	0.02537887143
127	0.0252089006
128	0.02508654667
129	0.0249348797
130	0.02477519948
131	0.0246043483
132	0.02444592086
133	0.02430541734
134	0.02422109564
135	0.0240926309
136	0.02394222027
137	0.02377164496
138	0.02361329358
139	0.02346782764
140	0.02334920449
141	0.0232236234
142	0.02308388357
143	0.02297233383
144	0.02287231302
145	0.02276656947
146	0.02270111732
147	0.02256190769
148	0.02244185338
149	0.02229733146
150	0.02215898862
151	0.02196546767
152	0.02181050972
153	0.02168044948
154	0.02150401049
155	0.02138599708
156	0.02127341923
157	0.02113903979
158	0.02101171109
159	0.0208840188
160	0.02074631426
161	0.02063299147
162	0.02048585545
163	0.02035467048
164	0.02024310649
165	0.02014873147
166	0.02001959116
167	0.01989244362
168	0.01977705819
169	0.0196737111
170	0.01955452008
171	0.0194623612
172	0.0193537122
173	0.0192221279
174	0.01912938504
175	0.0190137808
176	0.01889792668
177	0.01880372661
178	0.01864992356
179	0.01855491087
180	0.01842349241
181	0.01832113091
182	0.01818181163
183	0.01805104599
184	0.01792508212
185	0.01779532944
186	0.01768300294
187	0.01759276683
188	0.01747620237
189	0.0173823109
190	0.01727648909
191	0.01716852384
192	0.01705729599
193	0.01692544164
194	0.01682683554
195	0.01674913526
196	0.01662704425
197	0.01656222398
198	0.01643944778
199	0.01632678437
200	0.01620148549
201	0.01607689371
202	0.01596731532
203	0.01587211252
204	0.01578765363
205	0.01570693373
206	0.01560066336
207	0.01548621079
208	0.01539745194
209	0.0153180239
210	0.01524383872
211	0.01514087794
212	0.01502074504
213	0.01494034715
214	0.01484049562
215	0.01476201533
216	0.01467355411
217	0.01455576034
218	0.01446672584
219	0.01437891478
220	0.01427686961
221	0.01418239454
222	0.01409907961
223	0.01399862239
224	0.013884658
225	0.01380620727
226	0.0137282155
227	0.0136600893
228	0.01358992036
229	0.0134863556
230	0.01339898467
231	0.01332402613
232	0.01325788967
233	0.01317165679
234	0.01308587931
235	0.01299232437
236	0.01291590307
237	0.012846851
238	0.01277703103
239	0.01269915179
240	0.01263287968
241	0.01256163672
242	0.01249321397
243	0.01240081406
244	0.01233627293
245	0.01227113077
246	0.01220222127
247	0.01211143619
248	0.01204809015
249	0.01198511596
250	0.01190283364
251	0.01184022721
252	0.0117766805
253	0.01168201406
254	0.01161818391
255	0.01155731682
256	0.01149438535
257	0.01143252475
258	0.01137520312
259	0.01128748263
260	0.01122057122
261	0.01116165622
262	0.01107373479
263	0.01101892135
264	0.01096027469
265	0.0109023925
266	0.01084379007
267	0.01078647619
268	0.01073014345
269	0.01066733644
270	0.01058486994
271	0.01052784533
272	0.01047253106
273	0.01039554827
274	0.0103275625
275	0.01027291348
276	0.01021377338
277	0.01015738646
278	0.01010254094
279	0.01004919084
280	0.009996371383
281	0.009914507011
282	0.009861287057
283	0.009809742324
284	0.009759273362
285	0.009708726628
286	0.009658876218
287	0.009609168829
288	0.009557752757
289	0.009507374426
290	0.00945522467
291	0.009406326304
292	0.009357860029
293	0.009308630132
294	0.009238584585
295	0.009191086527
296	0.009141886869
297	0.009092970859
298	0.009046248004
299	0.008999758358
300	0.008950621301
301	0.008902890994
302	0.008855452563
303	0.008810160162
304	0.008765594165
305	0.008720521176
306	0.00867420457
307	0.008629605439
308	0.008585293106
309	0.008536107196
310	0.008491768165
311	0.008446971392
312	0.008402257732
313	0.008357850718
314	0.008314560884
315	0.008271587412
316	0.008228831727
317	0.008185472554
318	0.00814304203
319	0.008101077849
320	0.008059375837
321	0.008018740118
322	0.007976812024
323	0.007935877793
324	0.007894326168
325	0.007852935384
326	0.007812749261
327	0.007770907767
328	0.007731217742
329	0.007692171625
330	0.00765295699
331	0.007613955542
332	0.007574472349
333	0.007535010154
334	0.007495801523
335	0.007456844882
336	0.007418138671
337	0.007380557722
338	0.007342454614
339	0.007304438779
340	0.007266667956
341	0.007229243857
342	0.007190952701
343	0.007154736724
344	0.007117863808
345	0.007081229303
346	0.007044831744
347	0.007008669682
348	0.006945797655
349	0.006910188093
350	0.006874809117
351	0.006835629407
352	0.006774126239
353	0.006735662751
354	0.006701216416
355	0.006640478216
356	0.006607260458
357	0.0065689979
358	0.006531699131
359	0.006494416589
360	0.006455696137
361	0.006419040695
362	0.006386285893
363	0.006350024562
364	0.006313969123
365	0.006256675463
366	0.00622115006
367	0.00618582637
368	0.006150561775
369	0.006114254428
370	0.006079537692
371	0.006043684097
372	0.005989531442
373	0.005953821828
374	0.005924057248
375	0.005890408691
376	0.005856951947
377	0.005823696175
378	0.005790629228
379	0.005757739898
380	0.005724422188
381	0.005690444112
382	0.005658133771
383	0.005626006888
384	0.005592624976
385	0.005560870052
386	0.005529295432
387	0.005497900093
388	0.005465290002
389	0.005434258085
390	0.005403402368
391	0.00537272185
392	0.005342215536
393	0.005311882436
394	0.00528115946
395	0.005251173037
396	0.00521926887
397	0.005188327741
398	0.005158868416
399	0.005129466373
400	0.00510382955
401	0.005074850006
402	0.005046035008
403	0.005017383621
404	0.004988894917
405	0.004960567972
406	0.004932401868
407	0.00490439569
408	0.004876548532
409	0.00484885949
410	0.004821327666
411	0.004793952168
412	0.004766732108
413	0.004739666603
414	0.004712754777
415	0.004685995755
416	0.004659388672
417	0.004632932663
418	0.004606626872
419	0.004580470445
420	0.004554462534
421	0.004528602296
422	0.004502888893
423	0.004477228669
424	0.004451806964
425	0.004426529605
426	0.00440139577
427	0.004376404645
428	0.00435155542
429	0.004326847289
430	0.00430227945
431	0.004277851108
432	0.004253561469
433	0.004229409748
434	0.004205395159
435	0.004181516926
436	0.004157774273
437	0.004134166431
438	0.004110692634
439	0.004087352122
440	0.004064144137
441	0.004041067927
442	0.004018042398
443	0.003995227953
444	0.003972543049
445	0.00394998695
446	0.003927558925
447	0.003905258245
448	0.003883084189
449	0.003861036038
450	0.003839113075
451	0.003817314591
452	0.00379563988
453	0.003774088237
454	0.003752658964
455	0.003731351366
456	0.003710164754
457	0.003689098438
458	0.003668151738
459	0.003647323973
460	0.003626614467
461	0.003606022551
462	0.003585547555
463	0.003565188816
464	0.003544945674
465	0.003524817473
466	0.00350480356
467	0.003484903285
468	0.003465116005
469	0.003445441076
470	0.003425877862
471	0.003406425728
472	0.003387084043
473	0.00336785218
474	0.003348729515
475	0.003329715429
476	0.003310809305
477	0.00329201053
478	0.003273318495
479	0.003254732593
480	0.003236252221
481	0.003217876781
482	0.003199605677
483	0.003181438316
484	0.00316337411
485	0.003145412472
486	0.00312755282
487	0.003109794575
488	0.003092137162
489	0.003074580007
490	0.003057122542
491	0.003039764201
492	0.00302250442
493	0.00300534264
494	0.002988278305
495	0.002971310861
496	0.002954439758
497	0.002937664449
498	0.002920984391
499	0.002904399041
500	0.002887907864
501	0.002871510323
502	0.002855205888
503	0.002838994029
504	0.002822874221
505	0.002806845941
506	0.00279090867
507	0.002775061891
508	0.00275930509
509	0.002743637756
510	0.002728059381
511	0.00271256946
512	0.002697167491
513	0.002681852974
514	0.002666625413
515	0.002651484314
516	0.002636429186
517	0.002621459542
518	0.002606574894
519	0.002591774762
520	0.002577058665
521	0.002562426127
522	0.002547876671
523	0.002533409828
524	0.002519025127
525	0.002504722102
526	0.00249050029
527	0.00247635923
528	0.002462298462
529	0.002448317532
530	0.002434415985
531	0.002420593371
532	0.002406849242
533	0.002393183153
534	0.002379594659
535	0.00236608332
536	0.0023526487
537	0.00233929036
538	0.00232600787
539	0.002312800797
540	0.002299668715
541	0.002286611196
542	0.002273627818
543	0.002260718159
544	0.002247881801
545	0.002235118329
546	0.002222427327
547	0.002209808385
548	0.002197261093
549	0.002184785045
550	0.002172379835
551	0.002160045063
552	0.002147780327
553	0.002135585231
554	0.002123459378
555	0.002111402376
556	0.002099413833
557	0.002087493361
558	0.002075640574
559	0.002063855087
560	0.002052136518
561	0.002040484487
562	0.002028898616
563	0.00201737853
564	0.002005923855
565	0.00199453422
566	0.001983209254
567	0.001971948592
568	0.001960751868
569	0.001949618719
570	0.001938548784
571	0.001927541705
572	0.001916597123
573	0.001905714685
574	0.001894894037
575	0.001884134829
576	0.001873436711
577	0.001862799338
578	0.001852222363
579	0.001841705445
580	0.001831248241
581	0.001820850414
582	0.001810511625
583	0.001800231541
584	0.001790009826
585	0.00177984615
586	0.001769740184
587	0.001759691599
588	0.001749700071
589	0.001739765274
590	0.001729886887
591	0.001720064589
592	0.001710298062
593	0.00170058699
594	0.001690931057
595	0.001681329951
596	0.00167178336
597	0.001662290974
598	0.001652852486
599	0.001643467589
600	0.001634135981
601	0.001624857357
602	0.001615631417
603	0.001606457862
604	0.001597336394
605	0.001588266718
606	0.00157924854
607	0.001570281567
608	0.001561365508
609	0.001552500075
610	0.001543684979
611	0.001534919936
612	0.001526204661
613	0.001517538871
614	0.001508922285
615	0.001500354625
616	0.001491835611
617	0.001483364969
618	0.001474942423
619	0.0014665677
620	0.001458240528
621	0.001449960639
622	0.001441727762
623	0.001433541632
624	0.001425401983
625	0.001417308551
626	0.001409261073
627	0.001401259288
628	0.001393302938
629	0.001385391764
630	0.00137752551
631	0.00136970392
632	0.001361926741
633	0.001354193722
634	0.00134650461
635	0.001338859157
